ozone,particullate_matter,carbon_monoxide,sulfure_dioxide,nitrogen_dioxide,longitude,latitude,timestamp
116,80,67,173,65,10.18367947,56.1498479,8/6/2014 0:55
115,78,70,172,65,10.18367947,56.1498479,8/6/2014 1:00
119,83,73,169,66,10.18367947,56.1498479,8/6/2014 1:05
120,81,74,168,67,10.18367947,56.1498479,8/6/2014 1:10
120,84,74,167,68,10.18367947,56.1498479,8/6/2014 1:15
115,80,69,171,64,10.18367947,56.1498479,8/6/2014 1:20
112,85,67,172,61,10.18367947,56.1498479,8/6/2014 1:25
110,84,72,171,61,10.18367947,56.1498479,8/6/2014 1:30
105,80,75,172,59,10.18367947,56.1498479,8/6/2014 1:35
102,77,75,173,60,10.18367947,56.1498479,8/6/2014 1:40
104,75,74,169,61,10.18367947,56.1498479,8/6/2014 1:45
108,74,78,165,56,10.18367947,56.1498479,8/6/2014 1:50
113,69,83,161,51,10.18367947,56.1498479,8/6/2014 1:55
115,66,86,157,56,10.18367947,56.1498479,8/6/2014 2:00
113,71,85,154,59,10.18367947,56.1498479,8/6/2014 2:05
116,72,81,154,57,10.18367947,56.1498479,8/6/2014 2:10
114,68,86,159,53,10.18367947,56.1498479,8/6/2014 2:15
111,73,84,163,56,10.18367947,56.1498479,8/6/2014 2:20
114,74,89,160,61,10.18367947,56.1498479,8/6/2014 2:25
112,74,94,158,56,10.18367947,56.1498479,8/6/2014 2:30
113,78,98,163,53,10.18367947,56.1498479,8/6/2014 2:35
112,79,93,168,51,10.18367947,56.1498479,8/6/2014 2:40
108,76,94,166,55,10.18367947,56.1498479,8/6/2014 2:45
111,79,99,165,51,10.18367947,56.1498479,8/6/2014 2:50
110,84,99,168,51,10.18367947,56.1498479,8/6/2014 2:55
115,85,103,172,50,10.18367947,56.1498479,8/6/2014 3:00
110,85,105,171,50,10.18367947,56.1498479,8/6/2014 3:05
111,89,108,170,55,10.18367947,56.1498479,8/6/2014 3:10
108,91,108,171,51,10.18367947,56.1498479,8/6/2014 3:15
111,89,111,171,46,10.18367947,56.1498479,8/6/2014 3:20
115,85,116,168,46,10.18367947,56.1498479,8/6/2014 3:25
120,87,114,164,46,10.18367947,56.1498479,8/6/2014 3:30
118,86,112,165,43,10.18367947,56.1498479,8/6/2014 3:35
115,91,108,162,46,10.18367947,56.1498479,8/6/2014 3:40
120,92,113,160,49,10.18367947,56.1498479,8/6/2014 3:45
115,96,113,165,52,10.18367947,56.1498479,8/6/2014 3:50
114,94,113,165,50,10.18367947,56.1498479,8/6/2014 3:55
118,96,115,169,49,10.18367947,56.1498479,8/6/2014 4:00
114,91,119,170,54,10.18367947,56.1498479,8/6/2014 4:05
117,87,120,166,50,10.18367947,56.1498479,8/6/2014 4:10
114,82,119,167,52,10.18367947,56.1498479,8/6/2014 4:15
110,84,122,163,49,10.18367947,56.1498479,8/6/2014 4:20
106,86,118,167,49,10.18367947,56.1498479,8/6/2014 4:25
108,86,115,163,48,10.18367947,56.1498479,8/6/2014 4:30
105,85,113,164,49,10.18367947,56.1498479,8/6/2014 4:35
100,84,117,168,46,10.18367947,56.1498479,8/6/2014 4:40
97,89,118,167,49,10.18367947,56.1498479,8/6/2014 4:45
95,90,113,171,54,10.18367947,56.1498479,8/6/2014 4:50
94,92,109,174,49,10.18367947,56.1498479,8/6/2014 4:55
96,97,112,174,48,10.18367947,56.1498479,8/6/2014 5:00
99,100,109,178,43,10.18367947,56.1498479,8/6/2014 5:05
98,97,114,173,40,10.18367947,56.1498479,8/6/2014 5:10
98,102,118,172,38,10.18367947,56.1498479,8/6/2014 5:15
93,98,121,173,43,10.18367947,56.1498479,8/6/2014 5:20
92,93,121,171,46,10.18367947,56.1498479,8/6/2014 5:25
93,89,119,174,42,10.18367947,56.1498479,8/6/2014 5:30
88,93,120,176,44,10.18367947,56.1498479,8/6/2014 5:35
92,88,124,173,42,10.18367947,56.1498479,8/6/2014 5:40
89,86,122,174,45,10.18367947,56.1498479,8/6/2014 5:45
92,91,123,174,44,10.18367947,56.1498479,8/6/2014 5:50
95,96,127,169,40,10.18367947,56.1498479,8/6/2014 5:55
93,99,128,174,44,10.18367947,56.1498479,8/6/2014 6:00
88,101,133,176,44,10.18367947,56.1498479,8/6/2014 6:05
84,103,136,180,47,10.18367947,56.1498479,8/6/2014 6:10
81,103,136,176,43,10.18367947,56.1498479,8/6/2014 6:15
86,101,134,174,47,10.18367947,56.1498479,8/6/2014 6:20
81,98,134,178,51,10.18367947,56.1498479,8/6/2014 6:25
76,98,137,180,50,10.18367947,56.1498479,8/6/2014 6:30
78,93,133,183,50,10.18367947,56.1498479,8/6/2014 6:35
74,98,137,186,52,10.18367947,56.1498479,8/6/2014 6:40
71,98,140,185,47,10.18367947,56.1498479,8/6/2014 6:45
70,94,141,188,52,10.18367947,56.1498479,8/6/2014 6:50
68,95,137,188,55,10.18367947,56.1498479,8/6/2014 6:55
68,96,138,183,54,10.18367947,56.1498479,8/6/2014 7:00
70,92,134,178,51,10.18367947,56.1498479,8/6/2014 7:05
75,97,131,174,56,10.18367947,56.1498479,8/6/2014 7:10
74,97,129,171,52,10.18367947,56.1498479,8/6/2014 7:15
78,93,134,173,50,10.18367947,56.1498479,8/6/2014 7:20
82,95,138,177,47,10.18367947,56.1498479,8/6/2014 7:25
80,100,141,178,46,10.18367947,56.1498479,8/6/2014 7:30
76,99,140,178,43,10.18367947,56.1498479,8/6/2014 7:35
80,101,144,183,48,10.18367947,56.1498479,8/6/2014 7:40
80,98,144,180,44,10.18367947,56.1498479,8/6/2014 7:45
82,99,140,176,48,10.18367947,56.1498479,8/6/2014 7:50
82,99,137,174,44,10.18367947,56.1498479,8/6/2014 7:55
86,101,137,179,46,10.18367947,56.1498479,8/6/2014 8:00
85,105,139,178,49,10.18367947,56.1498479,8/6/2014 8:05
90,104,140,176,51,10.18367947,56.1498479,8/6/2014 8:10
95,108,145,180,50,10.18367947,56.1498479,8/6/2014 8:15
94,113,142,176,55,10.18367947,56.1498479,8/6/2014 8:20
99,117,141,180,56,10.18367947,56.1498479,8/6/2014 8:25
103,121,137,178,60,10.18367947,56.1498479,8/6/2014 8:30
107,120,137,179,63,10.18367947,56.1498479,8/6/2014 8:35
102,123,135,176,67,10.18367947,56.1498479,8/6/2014 8:40
98,128,137,172,63,10.18367947,56.1498479,8/6/2014 8:45
98,131,135,170,61,10.18367947,56.1498479,8/6/2014 8:50
93,126,137,166,66,10.18367947,56.1498479,8/6/2014 8:55
91,123,140,171,68,10.18367947,56.1498479,8/6/2014 9:00
91,126,145,174,63,10.18367947,56.1498479,8/6/2014 9:05
93,124,147,172,58,10.18367947,56.1498479,8/6/2014 9:10
98,124,148,167,60,10.18367947,56.1498479,8/6/2014 9:15
94,129,145,169,61,10.18367947,56.1498479,8/6/2014 9:20
92,124,147,173,62,10.18367947,56.1498479,8/6/2014 9:25
93,121,151,172,63,10.18367947,56.1498479,8/6/2014 9:30
91,123,151,175,64,10.18367947,56.1498479,8/6/2014 9:35
92,120,156,172,68,10.18367947,56.1498479,8/6/2014 9:40
91,124,154,168,66,10.18367947,56.1498479,8/6/2014 9:45
88,125,155,166,71,10.18367947,56.1498479,8/6/2014 9:50
85,130,152,166,72,10.18367947,56.1498479,8/6/2014 9:55
90,131,149,164,74,10.18367947,56.1498479,8/6/2014 10:00
94,130,149,168,78,10.18367947,56.1498479,8/6/2014 10:05
89,128,147,166,77,10.18367947,56.1498479,8/6/2014 10:10
85,127,146,167,72,10.18367947,56.1498479,8/6/2014 10:15
80,126,144,164,76,10.18367947,56.1498479,8/6/2014 10:20
85,128,146,165,73,10.18367947,56.1498479,8/6/2014 10:25
82,129,146,166,70,10.18367947,56.1498479,8/6/2014 10:30
84,124,150,161,69,10.18367947,56.1498479,8/6/2014 10:35
88,122,155,166,68,10.18367947,56.1498479,8/6/2014 10:40
86,123,154,169,68,10.18367947,56.1498479,8/6/2014 10:45
90,123,157,165,73,10.18367947,56.1498479,8/6/2014 10:50
89,126,153,165,77,10.18367947,56.1498479,8/6/2014 10:55
91,129,153,163,78,10.18367947,56.1498479,8/6/2014 11:00
88,131,149,167,74,10.18367947,56.1498479,8/6/2014 11:05
87,131,149,170,72,10.18367947,56.1498479,8/6/2014 11:10
85,136,152,169,67,10.18367947,56.1498479,8/6/2014 11:15
86,139,153,172,69,10.18367947,56.1498479,8/6/2014 11:20
84,138,158,175,72,10.18367947,56.1498479,8/6/2014 11:25
88,142,159,171,71,10.18367947,56.1498479,8/6/2014 11:30
85,144,163,175,70,10.18367947,56.1498479,8/6/2014 11:35
82,140,158,171,69,10.18367947,56.1498479,8/6/2014 11:40
87,145,157,173,70,10.18367947,56.1498479,8/6/2014 11:45
92,142,158,175,73,10.18367947,56.1498479,8/6/2014 11:50
92,142,163,178,76,10.18367947,56.1498479,8/6/2014 11:55
92,145,162,175,76,10.18367947,56.1498479,8/6/2014 12:00
88,142,167,178,77,10.18367947,56.1498479,8/6/2014 12:05
83,140,162,174,76,10.18367947,56.1498479,8/6/2014 12:10
87,143,167,178,79,10.18367947,56.1498479,8/6/2014 12:15
84,146,172,178,74,10.18367947,56.1498479,8/6/2014 12:20
81,148,168,183,70,10.18367947,56.1498479,8/6/2014 12:25
82,151,164,187,70,10.18367947,56.1498479,8/6/2014 12:30
84,151,161,191,65,10.18367947,56.1498479,8/6/2014 12:35
83,146,160,190,69,10.18367947,56.1498479,8/6/2014 12:40
83,147,158,186,73,10.18367947,56.1498479,8/6/2014 12:45
85,150,156,190,73,10.18367947,56.1498479,8/6/2014 12:50
90,152,161,189,68,10.18367947,56.1498479,8/6/2014 12:55
90,150,162,186,71,10.18367947,56.1498479,8/6/2014 13:00
89,153,161,183,67,10.18367947,56.1498479,8/6/2014 13:05
87,152,157,182,68,10.18367947,56.1498479,8/6/2014 13:10
87,149,158,186,70,10.18367947,56.1498479,8/6/2014 13:15
89,146,159,181,74,10.18367947,56.1498479,8/6/2014 13:20
85,149,162,177,69,10.18367947,56.1498479,8/6/2014 13:25
88,152,161,176,68,10.18367947,56.1498479,8/6/2014 13:30
88,156,161,172,65,10.18367947,56.1498479,8/6/2014 13:35
90,161,159,175,61,10.18367947,56.1498479,8/6/2014 13:40
86,163,156,179,57,10.18367947,56.1498479,8/6/2014 13:45
87,162,153,183,60,10.18367947,56.1498479,8/6/2014 13:50
87,161,151,180,62,10.18367947,56.1498479,8/6/2014 13:55
89,165,152,180,67,10.18367947,56.1498479,8/6/2014 14:00
94,160,151,184,70,10.18367947,56.1498479,8/6/2014 14:05
97,163,155,180,71,10.18367947,56.1498479,8/6/2014 14:10
95,166,160,179,68,10.18367947,56.1498479,8/6/2014 14:15
91,161,159,181,63,10.18367947,56.1498479,8/6/2014 14:20
90,161,159,182,62,10.18367947,56.1498479,8/6/2014 14:25
86,163,162,184,62,10.18367947,56.1498479,8/6/2014 14:30
86,158,167,182,58,10.18367947,56.1498479,8/6/2014 14:35
87,154,162,183,59,10.18367947,56.1498479,8/6/2014 14:40
84,157,166,186,58,10.18367947,56.1498479,8/6/2014 14:45
89,161,168,190,55,10.18367947,56.1498479,8/6/2014 14:50
88,157,165,195,58,10.18367947,56.1498479,8/6/2014 14:55
91,153,166,195,59,10.18367947,56.1498479,8/6/2014 15:00
89,151,171,191,57,10.18367947,56.1498479,8/6/2014 15:05
94,152,173,186,53,10.18367947,56.1498479,8/6/2014 15:10
94,147,176,188,54,10.18367947,56.1498479,8/6/2014 15:15
93,149,174,183,55,10.18367947,56.1498479,8/6/2014 15:20
91,153,173,179,51,10.18367947,56.1498479,8/6/2014 15:25
93,148,178,176,47,10.18367947,56.1498479,8/6/2014 15:30
92,151,179,178,50,10.18367947,56.1498479,8/6/2014 15:35
88,154,182,177,48,10.18367947,56.1498479,8/6/2014 15:40
85,150,185,172,51,10.18367947,56.1498479,8/6/2014 15:45
89,155,189,172,52,10.18367947,56.1498479,8/6/2014 15:50
92,150,185,176,50,10.18367947,56.1498479,8/6/2014 15:55
96,149,182,176,52,10.18367947,56.1498479,8/6/2014 16:00
97,150,185,177,56,10.18367947,56.1498479,8/6/2014 16:05
102,149,182,181,61,10.18367947,56.1498479,8/6/2014 16:10
107,145,184,186,59,10.18367947,56.1498479,8/6/2014 16:15
106,146,182,186,60,10.18367947,56.1498479,8/6/2014 16:20
108,151,181,183,59,10.18367947,56.1498479,8/6/2014 16:25
113,152,178,187,63,10.18367947,56.1498479,8/6/2014 16:30
113,156,177,191,60,10.18367947,56.1498479,8/6/2014 16:35
108,155,172,186,65,10.18367947,56.1498479,8/6/2014 16:40
109,151,173,188,61,10.18367947,56.1498479,8/6/2014 16:45
112,150,169,187,65,10.18367947,56.1498479,8/6/2014 16:50
110,145,170,183,64,10.18367947,56.1498479,8/6/2014 16:55
110,149,169,183,65,10.18367947,56.1498479,8/6/2014 17:00
113,152,170,185,69,10.18367947,56.1498479,8/6/2014 17:05
110,147,169,190,74,10.18367947,56.1498479,8/6/2014 17:10
105,152,172,193,77,10.18367947,56.1498479,8/6/2014 17:15
106,157,168,189,72,10.18367947,56.1498479,8/6/2014 17:20
109,160,167,192,67,10.18367947,56.1498479,8/6/2014 17:25
114,164,162,187,69,10.18367947,56.1498479,8/6/2014 17:30
118,160,165,184,69,10.18367947,56.1498479,8/6/2014 17:35
119,161,170,185,67,10.18367947,56.1498479,8/6/2014 17:40
117,163,170,190,67,10.18367947,56.1498479,8/6/2014 17:45
116,158,169,185,65,10.18367947,56.1498479,8/6/2014 17:50
112,159,172,186,62,10.18367947,56.1498479,8/6/2014 17:55
117,155,171,189,61,10.18367947,56.1498479,8/6/2014 18:00
115,160,167,188,62,10.18367947,56.1498479,8/6/2014 18:05
118,163,162,191,66,10.18367947,56.1498479,8/6/2014 18:10
113,166,167,193,69,10.18367947,56.1498479,8/6/2014 18:15
112,165,162,194,67,10.18367947,56.1498479,8/6/2014 18:20
116,165,167,190,69,10.18367947,56.1498479,8/6/2014 18:25
114,170,170,185,72,10.18367947,56.1498479,8/6/2014 18:30
110,169,175,186,67,10.18367947,56.1498479,8/6/2014 18:35
108,169,171,190,66,10.18367947,56.1498479,8/6/2014 18:40
110,165,172,194,62,10.18367947,56.1498479,8/6/2014 18:45
106,163,177,193,58,10.18367947,56.1498479,8/6/2014 18:50
109,161,180,196,61,10.18367947,56.1498479,8/6/2014 18:55
104,163,175,194,63,10.18367947,56.1498479,8/6/2014 19:00
100,160,174,197,60,10.18367947,56.1498479,8/6/2014 19:05
103,157,175,197,57,10.18367947,56.1498479,8/6/2014 19:10
103,156,173,192,57,10.18367947,56.1498479,8/6/2014 19:15
101,154,176,193,58,10.18367947,56.1498479,8/6/2014 19:20
104,158,172,189,56,10.18367947,56.1498479,8/6/2014 19:25
99,157,170,188,53,10.18367947,56.1498479,8/6/2014 19:30
97,155,169,185,55,10.18367947,56.1498479,8/6/2014 19:35
99,152,166,180,51,10.18367947,56.1498479,8/6/2014 19:40
103,154,162,180,56,10.18367947,56.1498479,8/6/2014 19:45
104,157,157,175,54,10.18367947,56.1498479,8/6/2014 19:50
105,153,155,172,53,10.18367947,56.1498479,8/6/2014 19:55
105,151,159,174,51,10.18367947,56.1498479,8/6/2014 20:00
103,148,163,170,54,10.18367947,56.1498479,8/6/2014 20:05
99,145,167,170,58,10.18367947,56.1498479,8/6/2014 20:10
98,141,166,174,59,10.18367947,56.1498479,8/6/2014 20:15
94,142,164,171,61,10.18367947,56.1498479,8/6/2014 20:20
90,144,168,169,60,10.18367947,56.1498479,8/6/2014 20:25
94,142,165,166,63,10.18367947,56.1498479,8/6/2014 20:30
95,142,167,161,60,10.18367947,56.1498479,8/6/2014 20:35
100,141,172,161,58,10.18367947,56.1498479,8/6/2014 20:40
105,142,177,156,61,10.18367947,56.1498479,8/6/2014 20:45
103,146,176,151,57,10.18367947,56.1498479,8/6/2014 20:50
101,141,171,155,57,10.18367947,56.1498479,8/6/2014 20:55
102,144,176,153,56,10.18367947,56.1498479,8/6/2014 21:00
102,149,176,156,59,10.18367947,56.1498479,8/6/2014 21:05
101,152,181,156,57,10.18367947,56.1498479,8/6/2014 21:10
105,155,184,154,60,10.18367947,56.1498479,8/6/2014 21:15
105,156,186,157,64,10.18367947,56.1498479,8/6/2014 21:20
110,159,188,157,63,10.18367947,56.1498479,8/6/2014 21:25
110,160,184,156,61,10.18367947,56.1498479,8/6/2014 21:30
107,164,188,151,60,10.18367947,56.1498479,8/6/2014 21:35
107,160,188,154,64,10.18367947,56.1498479,8/6/2014 21:40
103,157,190,155,68,10.18367947,56.1498479,8/6/2014 21:45
100,153,186,159,68,10.18367947,56.1498479,8/6/2014 21:50
98,154,189,154,63,10.18367947,56.1498479,8/6/2014 21:55
93,155,194,155,59,10.18367947,56.1498479,8/6/2014 22:00
89,158,190,151,55,10.18367947,56.1498479,8/6/2014 22:05
92,154,191,147,58,10.18367947,56.1498479,8/6/2014 22:10
90,156,188,144,55,10.18367947,56.1498479,8/6/2014 22:15
87,155,187,146,58,10.18367947,56.1498479,8/6/2014 22:20
85,160,192,150,61,10.18367947,56.1498479,8/6/2014 22:25
89,164,196,150,64,10.18367947,56.1498479,8/6/2014 22:30
91,163,192,151,69,10.18367947,56.1498479,8/6/2014 22:35
91,159,192,155,71,10.18367947,56.1498479,8/6/2014 22:40
95,155,195,155,73,10.18367947,56.1498479,8/6/2014 22:45
95,153,190,152,78,10.18367947,56.1498479,8/6/2014 22:50
100,148,195,153,82,10.18367947,56.1498479,8/6/2014 22:55
103,145,191,148,82,10.18367947,56.1498479,8/6/2014 23:00
105,143,194,147,79,10.18367947,56.1498479,8/6/2014 23:05
107,148,193,147,76,10.18367947,56.1498479,8/6/2014 23:10
105,148,188,147,78,10.18367947,56.1498479,8/6/2014 23:15
101,150,187,145,80,10.18367947,56.1498479,8/6/2014 23:20
105,149,183,141,75,10.18367947,56.1498479,8/6/2014 23:25
103,152,184,137,71,10.18367947,56.1498479,8/6/2014 23:30
99,157,181,139,67,10.18367947,56.1498479,8/6/2014 23:35
95,162,177,143,67,10.18367947,56.1498479,8/6/2014 23:40
100,161,175,138,65,10.18367947,56.1498479,8/6/2014 23:45
104,164,174,134,67,10.18367947,56.1498479,8/6/2014 23:50
102,168,177,134,69,10.18367947,56.1498479,8/6/2014 23:55
100,170,180,136,74,10.18367947,56.1498479,8/7/2014 0:00
104,173,183,136,76,10.18367947,56.1498479,8/7/2014 0:05
99,177,187,136,78,10.18367947,56.1498479,8/7/2014 0:10
96,182,190,139,77,10.18367947,56.1498479,8/7/2014 0:15
95,186,192,143,72,10.18367947,56.1498479,8/7/2014 0:20
94,183,192,143,68,10.18367947,56.1498479,8/7/2014 0:25
94,184,193,145,70,10.18367947,56.1498479,8/7/2014 0:30
92,189,197,142,68,10.18367947,56.1498479,8/7/2014 0:35
89,190,195,144,73,10.18367947,56.1498479,8/7/2014 0:40
88,193,192,144,74,10.18367947,56.1498479,8/7/2014 0:45
91,197,195,139,72,10.18367947,56.1498479,8/7/2014 0:50
93,198,196,138,71,10.18367947,56.1498479,8/7/2014 0:55
95,194,196,143,76,10.18367947,56.1498479,8/7/2014 1:00
91,194,191,141,71,10.18367947,56.1498479,8/7/2014 1:05
95,198,186,137,73,10.18367947,56.1498479,8/7/2014 1:10
90,196,182,135,72,10.18367947,56.1498479,8/7/2014 1:15
95,197,180,130,77,10.18367947,56.1498479,8/7/2014 1:20
92,194,180,127,72,10.18367947,56.1498479,8/7/2014 1:25
90,191,185,130,74,10.18367947,56.1498479,8/7/2014 1:30
90,195,183,135,76,10.18367947,56.1498479,8/7/2014 1:35
94,199,183,137,81,10.18367947,56.1498479,8/7/2014 1:40
99,203,179,137,86,10.18367947,56.1498479,8/7/2014 1:45
104,206,177,137,82,10.18367947,56.1498479,8/7/2014 1:50
101,206,176,138,84,10.18367947,56.1498479,8/7/2014 1:55
105,204,181,143,86,10.18367947,56.1498479,8/7/2014 2:00
104,202,176,139,90,10.18367947,56.1498479,8/7/2014 2:05
100,207,175,141,94,10.18367947,56.1498479,8/7/2014 2:10
105,211,171,143,97,10.18367947,56.1498479,8/7/2014 2:15
107,207,174,140,93,10.18367947,56.1498479,8/7/2014 2:20
110,210,174,142,88,10.18367947,56.1498479,8/7/2014 2:25
114,213,178,139,93,10.18367947,56.1498479,8/7/2014 2:30
112,211,183,139,88,10.18367947,56.1498479,8/7/2014 2:35
112,209,188,138,85,10.18367947,56.1498479,8/7/2014 2:40
109,208,185,136,82,10.18367947,56.1498479,8/7/2014 2:45
105,205,183,139,87,10.18367947,56.1498479,8/7/2014 2:50
107,209,178,135,87,10.18367947,56.1498479,8/7/2014 2:55
110,207,173,133,91,10.18367947,56.1498479,8/7/2014 3:00
105,208,173,129,91,10.18367947,56.1498479,8/7/2014 3:05
102,208,170,133,96,10.18367947,56.1498479,8/7/2014 3:10
98,207,165,132,96,10.18367947,56.1498479,8/7/2014 3:15
99,206,163,130,100,10.18367947,56.1498479,8/7/2014 3:20
97,204,159,128,96,10.18367947,56.1498479,8/7/2014 3:25
99,203,157,129,96,10.18367947,56.1498479,8/7/2014 3:30
102,208,153,130,93,10.18367947,56.1498479,8/7/2014 3:35
107,206,150,127,98,10.18367947,56.1498479,8/7/2014 3:40
106,210,153,129,101,10.18367947,56.1498479,8/7/2014 3:45
111,214,157,127,103,10.18367947,56.1498479,8/7/2014 3:50
107,212,160,125,104,10.18367947,56.1498479,8/7/2014 3:55
104,205,159,126,105,10.18367947,56.1498479,8/7/2014 4:00
108,206,156,129,105,10.18367947,56.1498479,8/7/2014 4:05
113,201,156,134,106,10.18367947,56.1498479,8/7/2014 4:10
109,197,158,135,111,10.18367947,56.1498479,8/7/2014 4:15
109,198,160,140,116,10.18367947,56.1498479,8/7/2014 4:20
113,194,157,139,116,10.18367947,56.1498479,8/7/2014 4:25
111,199,161,135,121,10.18367947,56.1498479,8/7/2014 4:30
112,196,162,131,121,10.18367947,56.1498479,8/7/2014 4:35
113,194,158,134,122,10.18367947,56.1498479,8/7/2014 4:40
113,195,163,136,120,10.18367947,56.1498479,8/7/2014 4:45
113,197,159,140,121,10.18367947,56.1498479,8/7/2014 4:50
108,197,157,144,118,10.18367947,56.1498479,8/7/2014 4:55
106,201,162,142,121,10.18367947,56.1498479,8/7/2014 5:00
108,203,164,147,119,10.18367947,56.1498479,8/7/2014 5:05
108,202,166,146,122,10.18367947,56.1498479,8/7/2014 5:10
104,198,171,145,117,10.18367947,56.1498479,8/7/2014 5:15
109,195,174,150,120,10.18367947,56.1498479,8/7/2014 5:20
111,192,172,146,124,10.18367947,56.1498479,8/7/2014 5:25
110,191,175,142,126,10.18367947,56.1498479,8/7/2014 5:30
112,187,178,144,131,10.18367947,56.1498479,8/7/2014 5:35
109,184,181,141,135,10.18367947,56.1498479,8/7/2014 5:40
110,186,176,143,139,10.18367947,56.1498479,8/7/2014 5:45
108,183,177,138,143,10.18367947,56.1498479,8/7/2014 5:50
113,178,176,140,140,10.18367947,56.1498479,8/7/2014 5:55
117,178,181,142,139,10.18367947,56.1498479,8/7/2014 6:00
119,183,178,141,138,10.18367947,56.1498479,8/7/2014 6:05
118,181,175,146,135,10.18367947,56.1498479,8/7/2014 6:10
114,179,176,148,138,10.18367947,56.1498479,8/7/2014 6:15
114,184,174,148,136,10.18367947,56.1498479,8/7/2014 6:20
113,179,176,146,134,10.18367947,56.1498479,8/7/2014 6:25
113,184,173,144,131,10.18367947,56.1498479,8/7/2014 6:30
115,179,177,143,129,10.18367947,56.1498479,8/7/2014 6:35
117,178,173,147,129,10.18367947,56.1498479,8/7/2014 6:40
114,175,172,149,131,10.18367947,56.1498479,8/7/2014 6:45
118,171,168,144,130,10.18367947,56.1498479,8/7/2014 6:50
116,169,164,148,126,10.18367947,56.1498479,8/7/2014 6:55
121,169,161,152,127,10.18367947,56.1498479,8/7/2014 7:00
118,171,157,151,131,10.18367947,56.1498479,8/7/2014 7:05
118,169,158,151,130,10.18367947,56.1498479,8/7/2014 7:10
121,165,157,155,129,10.18367947,56.1498479,8/7/2014 7:15
117,168,155,153,130,10.18367947,56.1498479,8/7/2014 7:20
115,163,160,158,125,10.18367947,56.1498479,8/7/2014 7:25
116,168,164,158,124,10.18367947,56.1498479,8/7/2014 7:30
115,163,167,159,126,10.18367947,56.1498479,8/7/2014 7:35
116,161,167,161,128,10.18367947,56.1498479,8/7/2014 7:40
115,156,172,166,124,10.18367947,56.1498479,8/7/2014 7:45
120,153,168,169,119,10.18367947,56.1498479,8/7/2014 7:50
125,156,172,174,123,10.18367947,56.1498479,8/7/2014 7:55
129,161,175,176,120,10.18367947,56.1498479,8/7/2014 8:00
130,159,180,173,118,10.18367947,56.1498479,8/7/2014 8:05
127,161,175,176,119,10.18367947,56.1498479,8/7/2014 8:10
129,165,178,172,120,10.18367947,56.1498479,8/7/2014 8:15
129,163,177,170,125,10.18367947,56.1498479,8/7/2014 8:20
124,158,173,170,120,10.18367947,56.1498479,8/7/2014 8:25
120,159,172,166,119,10.18367947,56.1498479,8/7/2014 8:30
124,159,173,165,123,10.18367947,56.1498479,8/7/2014 8:35
127,156,175,169,120,10.18367947,56.1498479,8/7/2014 8:40
129,156,170,164,122,10.18367947,56.1498479,8/7/2014 8:45
134,157,175,162,125,10.18367947,56.1498479,8/7/2014 8:50
134,161,175,157,121,10.18367947,56.1498479,8/7/2014 8:55
129,163,173,153,118,10.18367947,56.1498479,8/7/2014 9:00
128,163,172,156,122,10.18367947,56.1498479,8/7/2014 9:05
130,163,171,156,127,10.18367947,56.1498479,8/7/2014 9:10
130,161,168,153,129,10.18367947,56.1498479,8/7/2014 9:15
126,160,173,148,128,10.18367947,56.1498479,8/7/2014 9:20
128,155,176,143,132,10.18367947,56.1498479,8/7/2014 9:25
125,158,174,145,130,10.18367947,56.1498479,8/7/2014 9:30
123,161,170,150,132,10.18367947,56.1498479,8/7/2014 9:35
120,158,169,148,137,10.18367947,56.1498479,8/7/2014 9:40
119,154,164,153,138,10.18367947,56.1498479,8/7/2014 9:45
120,149,164,151,137,10.18367947,56.1498479,8/7/2014 9:50
116,149,165,155,141,10.18367947,56.1498479,8/7/2014 9:55
115,154,170,156,141,10.18367947,56.1498479,8/7/2014 10:00
116,152,172,158,145,10.18367947,56.1498479,8/7/2014 10:05
120,152,168,162,141,10.18367947,56.1498479,8/7/2014 10:10
121,150,163,166,136,10.18367947,56.1498479,8/7/2014 10:15
122,145,162,161,134,10.18367947,56.1498479,8/7/2014 10:20
127,145,164,163,129,10.18367947,56.1498479,8/7/2014 10:25
131,146,165,168,130,10.18367947,56.1498479,8/7/2014 10:30
136,145,168,170,132,10.18367947,56.1498479,8/7/2014 10:35
141,142,173,168,136,10.18367947,56.1498479,8/7/2014 10:40
145,142,168,172,135,10.18367947,56.1498479,8/7/2014 10:45
141,144,169,171,132,10.18367947,56.1498479,8/7/2014 10:50
141,140,174,166,136,10.18367947,56.1498479,8/7/2014 10:55
146,144,179,162,133,10.18367947,56.1498479,8/7/2014 11:00
144,148,180,166,135,10.18367947,56.1498479,8/7/2014 11:05
149,149,185,168,134,10.18367947,56.1498479,8/7/2014 11:10
144,153,190,167,134,10.18367947,56.1498479,8/7/2014 11:15
142,153,190,163,136,10.18367947,56.1498479,8/7/2014 11:20
138,152,188,160,136,10.18367947,56.1498479,8/7/2014 11:25
143,148,189,158,132,10.18367947,56.1498479,8/7/2014 11:30
147,143,193,162,127,10.18367947,56.1498479,8/7/2014 11:35
148,148,194,160,122,10.18367947,56.1498479,8/7/2014 11:40
147,152,193,163,117,10.18367947,56.1498479,8/7/2014 11:45
151,154,197,158,122,10.18367947,56.1498479,8/7/2014 11:50
153,154,197,161,118,10.18367947,56.1498479,8/7/2014 11:55
158,150,194,164,123,10.18367947,56.1498479,8/7/2014 12:00
